vote_count,vote_average,title,popularity,release_date
43.0,5.5,The Road to Wellville,3.416181,1994-10-28
309.0,4.2,RoboCop 3,8.685798,1993-04-17
575.0,6.4,Robin Hood: Men in Tights,17.136672,1993-07-28
36.0,5.7,Romeo Is Bleeding,9.796318,1993-09-13
126.0,6.6,Romper Stomper,5.157926,1992-03-05
10.0,5.6,Ruby in Paradise,0.941994,1993-10-08
187.0,7.2,Rudy,5.914833,1993-09-17
5.0,4.0,The Saint of Fort Washington,1.065843,1993-11-03
11.0,6.2,Savage Nights,1.031556,1992-08-19
4436.0,8.3,Schindler's List,41.725123,1993-11-29
37.0,5.3,The Scout,5.715608,1994-09-30
100.0,7.3,Searching for Bobby Fischer,12.048587,1993-08-13
8.0,5.9,Second Best,0.882596,1994-09-30
232.0,7.1,The Secret Garden,6.499523,1993-08-13
137.0,6.4,Serial Mom,5.305311,1994-04-13
140.0,5.4,The Shadow,7.881107,1994-07-01
61.0,6.8,Shadowlands,2.96586,1993-12-25
136.0,6.9,Short Cuts,8.829337,1993-09-05
26.0,5.7,A Simple Twist of Fate,4.13516,1994-09-02
31.0,5.2,Sirens,2.86213,1993-10-01
75.0,6.5,Six Degrees of Separation,8.730025,1993-12-08
630.0,6.5,Sleepless in Seattle,10.234919,1993-06-24
144.0,4.9,Sliver,11.23297,1993-05-21
3833.0,7.9,Blade Runner,96.272374,1982-06-25
81.0,5.6,Son in Law,9.122718,1993-07-02
131.0,6.1,So I Married an Axe Murderer,8.051914,1993-07-30
223.0,5.4,Striking Distance,13.390917,1993-09-17
4.0,4.0,Harem,1.825468,1985-11-20
236.0,4.0,Super Mario Bros.,7.198455,1993-05-28
53.0,6.1,Surviving the Game,3.644641,1994-04-15
82.0,5.0,Terminal Velocity,8.012225,1994-09-23
9.0,7.4,Thirty Two Short Films About Glenn Gould,0.873068,1993-11-26
57.0,6.3,Threesome,10.82236,1994-04-08
2135.0,7.6,The Nightmare Before Christmas,17.730913,1993-10-09
219.0,6.2,The Three Musketeers,6.34785,1993-11-11
632.0,7.4,Tombstone,11.338194,1993-12-25
5.0,5.5,Trial by Jury,0.85586,1994-09-09
762.0,7.5,True Romance,17.189328,1993-09-09
19.0,7.3,The War Room,1.273617,1993-12-05
178.0,6.2,The Pagemaster,7.436001,1994-11-23
2.0,6.0,"Paris, France",0.741522,1994-02-04
2.0,3.0,Killer,0.422224,1994-09-14
103.0,6.9,Welcome to the Dollhouse,5.14056,1995-05-24
43.0,6.3,Germinal,2.759302,1993-09-29
22.0,4.7,Chasers,9.85327,1994-04-22
153.0,6.4,Cronos,5.513024,1993-09-12
3.0,4.0,Naked in New York,0.449733,1993-11-10
58.0,6.8,Kika,3.647321,1993-10-28
10.0,5.1,Bhaji on the Beach,0.441585,1994-01-21
20.0,6.0,Little Big League,1.960563,1994-06-29
74.0,7.2,"Ciao, Professore!",3.456868,1992-10-01
29.0,5.3,Spanking the Monkey,2.799575,1994-01-15
214.0,6.3,The Little Rascals,6.707109,1994-08-05
31.0,5.0,Andre,3.139316,1994-08-17
5.0,5.0,The Escort,0.046196,1993-01-01
5.0,4.4,Princess Caraboo,1.943323,1994-09-16
24.0,7.0,The Celluloid Closet,6.784687,1996-01-30
4.0,6.8,Café au Lait,1.040873,1993-01-01
46.0,6.9,Dear Diary,2.904734,1993-10-12
1.0,6.0,I Don't Want to Talk About It,1.213481,1993-05-20
87.0,5.9,The Brady Bunch Movie,4.233092,1995-02-16
2487.0,7.1,Home Alone,0.702543,1990-11-09
1381.0,6.9,Ghost,11.945397,1990-07-12
3495.0,7.4,Aladdin,16.357419,1992-11-25
4274.0,7.7,Terminator 2: Judgment Day,22.661695,1991-07-01
1084.0,7.6,Dances with Wolves,11.654349,1990-11-09
4.0,6.3,Tough and Deadly,0.426887,1995-02-14
2145.0,7.0,Batman,19.10673,1989-06-23
4549.0,8.1,The Silence of the Lambs,4.307222,1991-02-01
1973.0,6.9,Snow White and the Seven Dwarfs,16.263878,1937-12-20
3029.0,7.5,Beauty and the Beast,23.433511,1991-11-13
1412.0,6.9,Pinocchio,14.202284,1940-02-23
1807.0,7.0,Pretty Woman,13.348451,1990-03-23
266.0,7.7,The Wild Bunch,11.722424,1969-06-17
15.0,5.5,Love and a .45,3.40523,1994-11-23
1.0,6.5,The Wooden Man's Bride,0.088451,1994-02-05
2.0,7.0,A Great Day in Harlem,0.076352,1994-09-27
20.0,6.1,Bye Bye Love,2.47308,1995-03-16
160.0,6.1,One Fine Day,7.009946,1996-12-20
64.0,5.0,Candyman: Farewell to the Flesh,4.983552,1995-03-17
1.0,5.0,Century,1.461029,1993-12-31
2080.0,7.7,Fargo,12.61469,1996-04-05
105.0,6.0,Homeward Bound II: Lost in San Francisco,14.657754,1996-03-08
150.0,6.3,Heavy Metal,7.640073,1981-08-07
111.0,4.9,Hellraiser: Bloodline,5.263187,1996-03-08
30.0,4.6,The Pallbearer,8.174116,1996-05-03
51.0,7.1,Jane Eyre,2.420301,1996-02-09
3.0,4.0,Loaded,0.618066,1996-04-12
10.0,7.1,Bread and Chocolate,1.306628,1974-05-05
1287.0,7.1,The Aristocats,9.834047,1970-12-23
43.0,6.9,The Flower of My Secret,2.286788,1995-09-22
24.0,5.1,Two Much,1.620174,1996-02-14
24.0,3.6,Ed,5.174212,1996-03-15
4.0,7.5,Scream of Stone,0.736081,1991-01-01
4.0,6.4,My Favorite Season,0.516924,1993-05-14
1.0,5.0,A Modern Affair,0.173207,1996-09-06
3.0,4.7,Condition Red,0.793932,1995-12-08
5.0,7.4,Halfaouine: Boy of the Terraces,1.983301,1990-01-01
15.0,5.7,A Thin Line Between Love and Hate,2.256747,1996-04-04
82.0,6.5,The Last Supper,4.619915,1995-09-08
644.0,7.4,Primal Fear,10.326213,1996-04-03
1.0,6.0,Rude,0.065827,1995-09-08
5.0,5.4,Carried Away,1.67218,1996-01-26
50.0,5.0,All Dogs Go to Heaven 2,5.028897,1996-03-29
53.0,7.0,Land and Freedom,6.144235,1995-01-01
5.0,6.6,Denise Calls Up,0.466476,1995-05-17
17.0,3.6,Theodore Rex,2.583686,1995-12-14
14.0,5.6,A Family Thing,6.207993,1996-03-29
3.0,3.0,Frisk,0.319215,1996-03-22
96.0,5.5,Sgt. Bilko,5.70904,1996-03-29
10.0,5.1,Jack & Sarah,1.523446,1995-06-02
17.0,5.7,Girl 6,4.405169,1996-03-22
74.0,5.4,Diabolique,4.530079,1996-03-22
145.0,6.0,"Little Indian, Big City",4.728163,1994-12-14
1.0,5.0,Roula,0.149157,1995-09-11
1.0,4.0,Peanuts – Die Bank zahlt alles,0.066123,1996-03-21
16.0,7.1,Nelly and Monsieur Arnaud,1.784647,1996-04-12
240.0,6.2,Courage Under Fire,11.595316,1996-07-04
2677.0,6.7,Mission: Impossible,15.793477,1996-05-22
6.0,7.7,Cold Fever,0.494977,1995-02-10
19.0,6.2,Moll Flanders,2.337263,1996-06-14
7.0,5.3,The Superwife,0.821299,1996-03-06
553.0,6.4,DragonHeart,23.63659,1996-05-31
46.0,5.4,Eddie,3.09233,1996-05-31
4.0,6.0,Yankee Zulu,1.558066,1993-12-01
73.0,7.3,Purple Noon,3.804493,1960-03-10
3.0,5.3,August,0.987434,1996-08-08
375.0,6.2,James and the Giant Peach,13.217623,1996-04-12
157.0,6.1,Fear,6.954926,1996-04-12
26.0,5.9,Kids in the Hall: Brain Candy,2.299851,1996-04-02
4.0,4.8,Faithful,1.296862,1996-04-03
23.0,5.2,Bloodsport II,3.085207,1996-03-01
71.0,7.0,Mystery Science Theater 3000: The Movie,2.985163,1996-04-19
1335.0,6.5,Space Jam,11.054251,1996-11-15
149.0,5.7,Barbarella,14.304205,1968-10-10
1.0,8.0,Hostile Intentions,0.062388,1995-01-01
1.0,5.5,They Bite,0.466991,1996-01-01
8.0,7.5,Some Folks Call It a Sling Blade,0.459376,1994-03-26
2.0,8.0,The Run of the Country,0.117662,1995-09-22
100.0,6.8,Alphaville,4.658149,1965-05-05
21.0,6.8,Coup de Torchon,2.272213,1981-11-04
4.0,7.5,Tigrero: A Film That Was Never Made,0.18343,1994-01-01
9.0,5.8,Windows,0.400023,1980-01-18
9.0,6.2,It's My Party,2.791667,1996-03-22
1.0,8.0,Country Life,0.487357,1994-10-27
37.0,4.7,Operation Dumbo Drop,4.357971,1995-07-28
1.0,5.0,The Promise,0.122178,1995-02-16
26.0,5.5,Mrs. Winterbourne,9.1861,1996-04-19
18.0,3.9,Solo,1.899069,1996-10-23
60.0,5.8,The Substitute,10.68537,1996-04-19
7.0,5.1,True Crime,1.217249,1996-03-12
29.0,5.5,Feeling Minnesota,10.298582,1996-09-13
5.0,3.3,Delta of Venus,1.099187,1995-06-09
24.0,6.8,Angus,2.25008,1995-09-15
36.0,7.1,Faces,7.918418,1968-11-24
11.0,5.3,Boys,1.579153,1996-05-10
126.0,5.3,The Quest,7.941972,1996-04-19
9.0,7.1,Cosi,0.947007,1996-03-04
7.0,5.1,Sunset Park,1.231692,1996-04-26
73.0,6.2,Mulholland Falls,5.79463,1996-04-26
86.0,5.7,The Truth About Cats & Dogs,5.121203,1996-04-26
372.0,6.5,Oliver & Company,10.813579,1988-11-18
35.0,4.9,Celtic Pride,1.940747,1996-04-19
85.0,5.3,Flipper,4.557006,1996-05-17
10.0,6.0,Captives,1.926109,1994-05-03
11.0,4.4,Of Love and Shadows,0.709209,1994-05-10
397.0,7.2,Dead Man,6.505272,1995-12-23
25.0,6.7,The Horseman on the Roof,1.690768,1995-09-20
27.0,6.6,Switchblade Sisters,6.035166,1975-01-05
5.0,5.5,Mouth to Mouth,1.133409,1995-11-10
433.0,7.1,The Visitors,7.326169,1993-01-27
158.0,5.5,Multiplicity,8.768806,1996-07-19
1.0,10.0,"The Haunted World of Edward D. Wood, Jr.",0.037443,1996-05-01
388.0,6.3,The Craft,12.860385,1996-05-03
29.0,5.1,The Great White Hype,3.321765,1996-05-03
9.0,5.6,Last Dance,1.196686,1996-05-02
21.0,7.0,Cold Comfort Farm,1.92386,1995-01-01
11.0,7.7,"Institute Benjamenta, or This Dream People Call Human Life",0.543042,1995-08-01
17.0,5.0,Heaven's Prisoners,9.264679,1996-05-17
5.0,5.5,Original Gangstas,0.343579,1996-05-10
1474.0,6.9,The Rock,13.249824,1996-06-06
6.0,5.5,Getting Away with Murder,0.746662,1996-04-12
105.0,7.0,Cemetery Man,6.247819,1994-03-25
966.0,6.1,Twister,8.739144,1996-05-10
117.0,3.9,Barb Wire,5.877599,1996-05-02
1.0,5.0,Le Garçu,0.125882,1995-10-31
854.0,7.8,Ghost in the Shell,10.686166,1995-11-18
125.0,5.5,Thinner,4.856229,1996-10-25
148.0,4.9,Spy Hard,8.202057,1996-05-24
223.0,7.5,A Close Shave,6.796858,1995-12-24
33.0,6.6,Force of Evil,4.386329,1948-12-25
22.0,4.2,The Stupids,1.751457,1996-08-30
200.0,6.1,The Arrival,6.497591,1996-05-31
1472.0,8.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,1964-01-29
4.0,7.8,Careful,0.160571,1992-09-30
7.0,7.2,A Month by the Lake,0.851078,1995-09-11
20.0,5.8,Gold Diggers: The Secret of Bear Mountain,5.508101,1995-11-03
5.0,7.0,Kim,1.048075,1950-12-07
3.0,8.0,The Jar,0.401531,1994-04-01
116.0,7.4,Stalingrad,7.667284,1993-01-21
138.0,4.7,The Phantom,8.079541,1996-06-06
210.0,4.4,Striptease,11.341502,1996-06-28
15.0,5.7,The Last of the High Kings,1.427756,1996-12-06
11.0,7.7,Heavy,0.889498,1995-01-20
340.0,5.9,Jack,6.287245,1996-08-09
32.0,6.1,I Shot Andy Warhol,2.771201,1996-05-01
4.0,6.1,The Grass Harp,0.365418,1995-09-10
2.0,6.5,Life is Rosy,0.514363,1987-11-17
1.0,5.0,Quartier Mozart,0.011938,1992-05-26
1.0,5.0,God's Gift,0.049573,1982-01-01
24.0,5.5,Spirits of the Dead,1.794298,1968-05-16
5.0,6.3,Pharaoh's  Army,0.837911,1995-01-01
2737.0,7.8,Trainspotting,19.348466,1996-02-23
4.0,3.9,Til There Was You,2.700061,1997-05-30
3334.0,6.7,Independence Day,17.634197,1996-06-25
99.0,6.6,Stealing Beauty,6.418805,1996-03-29
202.0,5.7,The Fan,12.202063,1996-08-15
1182.0,6.8,The Hunchback of Notre Dame,13.553999,1996-06-21
603.0,5.7,The Cable Guy,7.586577,1996-06-10
248.0,6.7,Kingpin,11.633347,1996-07-04
553.0,5.6,Eraser,6.919314,1996-06-21
717.0,5.4,The Nutty Professor,9.651581,1996-06-26
3.0,6.8,"I, the Worst of All",0.202495,1990-08-09
1.0,8.0,My Life and Times With Antonin Artaud,0.000308,1993-01-01
1.0,7.0,Midnight Dancers,0.05956,1994-09-09
2.0,5.1,Somebody to Love,0.970688,1994-09-27
385.0,5.8,Daylight,11.995799,1996-12-06
413.0,6.7,The Frighteners,12.09096,1996-07-18
79.0,6.9,Lone Star,9.069963,1996-06-21
47.0,5.7,Harriet the Spy,4.086563,1996-07-10
328.0,6.2,Phenomenon,5.575992,1996-07-05
8.0,6.6,Walking and Talking,0.913281,1996-07-17
71.0,5.7,She's the One,10.827266,1996-08-26
522.0,7.0,A Time to Kill,13.309013,1996-07-24
9.0,6.2,American Buffalo,7.031279,1996-09-13
4.0,6.5,Rendezvous in Paris,0.227128,1995-03-22
32.0,5.2,Alaska,2.318141,1996-08-14
49.0,5.2,Fled,3.906949,1996-07-19
60.0,3.6,Kazaam,8.962892,1996-07-17
35.0,5.4,Larger Than Life,3.521921,1996-10-31
2.0,6.0,A Boy Called Hate,1.56604,1996-05-22
1.0,4.0,Power 98,0.926867,1996-05-17
2.0,7.0,Two Deaths,0.145092,1995-09-10
42.0,5.8,A Very Brady Sequel,9.898696,1996-08-23
1.0,6.0,Stefano Quantestorie,0.036699,1993-05-26
8.0,7.4,Death in the Garden,1.116063,1956-09-21
25.0,6.5,La Collectionneuse,1.683348,1967-03-02
4.0,6.3,Kaspar Hauser,0.000578,1993-09-11
9.0,5.2,Regular Guys,1.165202,1996-05-30
1.0,4.0,Diebinnen,0.106345,1996-06-20
6.0,6.5,The Convent,1.606957,1995-09-06
55.0,5.0,The Adventures of Pinocchio,7.523528,1996-07-26
87.0,5.0,Joe's Apartment,9.490858,1996-07-26
172.0,6.5,The First Wives Club,10.177303,1996-09-20
10.0,7.2,Stonewall,0.940228,1995-10-01
482.0,6.4,Ransom,8.772188,1996-11-08
51.0,5.4,High School High,4.220058,1996-10-25
8.0,5.4,Phat Beach,0.879852,1996-08-02
30.0,6.3,Foxfire,3.186891,1996-08-23
291.0,5.3,Chain Reaction,15.874491,1996-08-02
892.0,6.9,Matilda,10.034915,1996-08-02
152.0,6.7,Emma,6.593011,1996-08-02
119.0,5.2,The Crow: City of Angels,6.554679,1996-08-29
32.0,5.0,House Arrest,12.297782,1996-08-14
130.0,7.5,Eyes Without a Face,9.935891,1960-01-11
63.0,5.0,Bordello of Blood,3.450402,1996-08-16
1.0,7.0,Lotto Land,0.042365,1995-06-01
4.0,7.5,Flirt,1.663948,1995-09-14
1.0,5.0,The Big Squeeze,0.404501,1996-09-06
17.0,6.8,The Spitfire Grill,1.19589,1996-08-23
381.0,5.6,Escape from L.A.,12.229381,1996-08-09
97.0,6.6,Basquiat,4.797674,1996-08-09
152.0,5.9,Tin Cup,6.24966,1996-08-16
1.0,6.0,Dingo,0.124273,1991-06-02
12.0,6.4,The Ballad of Narayama,0.969254,1958-06-01
2.0,6.0,Every Other Weekend,0.629807,1990-08-28
1.0,6.0,Mille bolle blu,0.03537,1993-01-01
1.0,5.0,Crows and Sparrows,0.036478,1949-01-01
6024.0,8.5,The Godfather,41.109264,1972-03-14
34.0,6.1,Maybe... Maybe Not,8.593319,1994-10-05
9.0,6.3,Manny & Lo,1.143656,1996-01-22
10.0,6.4,Small Faces,0.90913,1996-04-05
203.0,6.9,Bound,12.449574,1996-09-13
17.0,4.9,Carpool,3.714049,1996-08-23
7.0,6.1,Death in Brunswick,0.913987,1990-11-08
13.0,6.1,Kansas City,5.130136,1996-08-16
48.0,4.7,Gone Fishin',2.289647,1997-05-30
2.0,4.0,Lover's Knot,0.14315,1996-07-12
2.0,4.0,Shadow of Angels,0.364246,1976-01-31
10.0,6.3,Killer: A Journal of Murder,0.705136,1996-09-06
3.0,5.2,Girls Town,0.635669,1996-08-21
3.0,7.7,Bye-Bye,0.109406,1995-08-30
130.0,5.8,The Relic,7.699967,1997-01-10
148.0,4.6,The Island of Dr. Moreau,12.725343,1996-08-23
28.0,5.3,First Kid,6.510437,1996-08-30
18.0,6.6,The Trigger Effect,9.028947,1996-08-30
2.0,5.0,Sweet Nothing,0.234665,1995-06-08
46.0,5.4,Bogus,2.523605,1996-09-06
164.0,5.4,Bulletproof,7.859132,1996-09-06
4.0,6.8,Talk of Angels,0.978989,1998-10-30
86.0,6.1,The Land Before Time III: The Time of the Great Giving,6.372442,1995-03-16
173.0,5.0,Halloween: The Curse of Michael Myers,8.768288,1995-09-29
22.0,7.0,Twelfth Night,4.69668,1996-10-31
13.0,7.1,Mother Night,6.038784,1996-11-01
8.0,6.3,Liebelei,0.472479,1933-03-10
4.0,7.5,Venice,0.14713,2010-05-25
18.0,7.4,Wild Reeds,2.115268,1994-05-05
41.0,6.1,For Whom the Bell Tolls,14.373861,1943-07-12
196.0,7.7,The Philadelphia Story,8.888069,1940-12-05
747.0,7.9,Singin' in the Rain,11.064858,1952-04-10
133.0,6.9,An American in Paris,5.565203,1951-08-08
162.0,7.0,Funny Face,5.461487,1957-02-13
1082.0,7.6,Breakfast at Tiffany's,10.879289,1961-10-05
1162.0,8.0,Vertigo,18.20822,1958-05-09
1531.0,8.2,Rear Window,17.911314,1954-08-01
283.0,7.7,It Happened One Night,6.465257,1934-02-22
73.0,7.2,Gaslight,14.545058,1944-05-04
17.0,7.2,The Gay Divorcee,2.863935,1934-10-12
1062.0,7.8,North by Northwest,12.410427,1959-07-07
498.0,8.1,The Apartment,11.994281,1960-06-15
835.0,8.0,Some Like It Hot,11.845107,1959-03-18
351.0,7.7,Charade,7.098731,1963-12-05
1462.0,7.9,Casablanca,13.916101,1942-11-26
435.0,7.8,The Maltese Falcon,5.782544,1941-11-18
361.0,7.4,My Fair Lady,12.494394,1964-10-21
284.0,7.4,Sabrina,7.359741,1954-09-28
502.0,7.8,Roman Holiday,11.954806,1953-09-02
22.0,7.0,The Little Princess,5.640722,1939-03-17
66.0,6.8,Meet Me in St. Louis,7.331511,1944-11-23
1689.0,7.4,The Wizard of Oz,22.064932,1939-08-15
995.0,7.7,Gone with the Wind,14.240357,1939-12-15
35.0,7.1,My Favorite Year,2.923672,1982-10-01
533.0,8.2,Sunset Boulevard,11.709777,1950-08-10
1244.0,8.0,Citizen Kane,15.811921,1941-04-30
3075.0,7.9,2001: A Space Odyssey,22.494622,1968-04-10
3.0,4.8,Golden Earrings,0.949155,1947-08-27
367.0,8.0,All About Eve,12.06308,1950-11-09
26.0,6.4,The Women,5.076649,1939-01-01
346.0,7.7,Rebecca,8.590813,1940-04-12
86.0,7.0,Foreign Correspondent,9.955445,1940-08-16
345.0,7.8,Notorious,10.135111,1946-08-15
166.0,7.3,Spellbound,5.47596,1945-12-28
101.0,7.1,An Affair to Remember,9.813419,1957-07-11
299.0,7.1,To Catch a Thief,5.490505,1955-08-03
43.0,6.6,Father of the Bride,2.469167,1950-06-16
46.0,7.1,The Band Wagon,3.573935,1953-08-07
77.0,7.3,Ninotchka,5.120036,1939-10-06
55.0,7.3,Love in the Afternoon,8.196679,1957-06-30
68.0,6.1,Gigi,10.36311,1958-04-15
11.0,6.6,The Reluctant Debutante,1.954175,1958-01-01
170.0,7.6,The Adventures of Robin Hood,10.685036,1938-05-13
39.0,7.1,The Mark of Zorro,7.431939,1940-11-08
173.0,7.6,Laura,9.884516,1944-10-11
59.0,7.3,The Ghost and Mrs. Muir,3.008607,1947-06-26
42.0,6.8,Lost Horizon,3.166544,1937-09-01
62.0,7.4,Top Hat,7.122093,1935-09-06
119.0,7.7,To Be or Not to Be,7.274948,1942-03-05
69.0,7.7,My Man Godfrey,5.480098,1936-09-17
169.0,7.5,Giant,10.864284,1956-10-10
163.0,7.5,East of Eden,6.42883,1955-03-09
97.0,7.4,The Thin Man,10.573867,1934-05-25
171.0,7.5,His Girl Friday,9.88321,1940-01-18
85.0,6.5,Around the World in Eighty Days,6.164226,1956-10-17
1103.0,8.0,It's a Wonderful Life,15.031588,1946-12-20
245.0,7.9,Mr. Smith Goes to Washington,8.168694,1939-10-19
201.0,7.6,Bringing Up Baby,6.60577,1938-02-18
23.0,6.4,Penny Serenade,2.446972,1941-04-24
7.0,5.0,Lady of Burlesque,0.264695,1943-06-01
26.0,6.4,Of Human Bondage,1.831221,1934-07-20
6.0,5.7,Angel on My Shoulder,0.594433,1946-09-20
13.0,6.6,Little Lord Fauntleroy,4.709847,1936-03-06
8.0,5.6,They Made Me a Criminal,1.758391,1939-01-28
17.0,6.2,The Inspector General,0.896505,1949-12-31
27.0,6.6,Angel and the Badman,8.08426,1947-02-15
217.0,7.4,The 39 Steps,5.865697,1935-06-01
14.0,5.2,A Walk in the Sun,8.85591,1945-12-25
16.0,4.9,The Outlaw,1.450989,1943-02-05
591.0,7.5,Night of the Living Dead,14.384198,1968-10-01
232.0,7.4,The African Queen,6.636872,1951-12-03
31.0,6.2,Beat the Devil,2.001733,1953-11-24
168.0,7.6,Cat on a Hot Tin Roof,11.794846,1958-02-17
9.0,5.1,The Last Time I Saw Paris,0.912955,1954-01-01
52.0,7.3,Meet John Doe,10.750619,1941-03-12
6.0,5.8,Algiers,0.348765,1938-06-28
2.0,3.8,Something to Sing About,0.367546,1937-09-30
29.0,6.2,A Farewell to Arms,1.914697,1932-12-08
1.0,6.0,Moonlight Murder,0.283269,1936-03-27
1.0,4.0,Nothing Personal,0.064512,1996-10-18
8.0,5.0,Dangerous Ground,1.463219,1997-02-12
19.0,6.7,Picnic,8.500509,1955-11-18
2.0,5.3,The Pompatus of Love,0.537795,1996-07-26
114.0,6.6,Fly Away Home,5.511155,1996-09-13
6.0,4.8,Bliss,1.262649,1997-04-14
15.0,6.5,Grace of My Heart,9.364418,1996-09-13
6.0,6.8,Brother of Sleep,0.751733,1995-09-08
104.0,5.3,Maximum Risk,7.370163,1996-09-13
98.0,6.8,Michael Collins,6.728199,1996-10-25
11.0,4.9,The Rich Man's Wife,6.746475,1996-09-13
45.0,6.8,Big Night,2.702973,1996-09-20
263.0,6.2,Last Man Standing,11.845918,1996-09-20
5.0,6.5,Caught,1.625873,1996-01-24
66.0,6.9,Set It Off,6.85606,1996-11-06
73.0,5.9,2 Days in the Valley,4.989276,1996-09-11
29.0,6.2,Curdled,2.781581,1996-09-06
3.0,6.0,L'associé,0.000308,1979-08-22
1.0,3.0,Ed's Next Move,0.550278,1996-10-18
80.0,5.7,Extreme Measures,4.990506,1996-09-27
102.0,4.7,The Glimmer Man,5.918737,1996-10-04
99.0,5.3,D3: The Mighty Ducks,5.511475,1996-10-04
62.0,5.9,The Chamber,3.998494,1996-10-11
34.0,6.6,The Apple Dumpling Gang,4.040945,1975-07-01
14.0,5.9,"Davy Crockett, King of the Wild Frontier",5.497359,1955-05-25
60.0,6.5,Escape to Witch Mountain,7.151691,1975-03-21
126.0,6.0,The Love Bug,10.091707,1968-12-22
77.0,5.9,Herbie Rides Again,4.914603,1974-02-14
68.0,7.0,Old Yeller,12.887829,1957-12-25
92.0,6.8,The Parent Trap,5.807074,1961-06-12
50.0,6.9,Pollyanna,3.254308,1960-05-19
218.0,6.6,Homeward Bound: The Incredible Journey,7.186506,1993-02-03
22.0,6.2,The Shaggy Dog,3.404213,1959-03-19
88.0,7.0,Swiss Family Robinson,4.623089,1960-12-21
28.0,6.4,That Darn Cat!,2.803679,1965-12-02
160.0,6.9,"20,000 Leagues Under the Sea",8.722406,1954-12-23
510.0,6.8,Cool Runnings,8.30721,1993-09-30
124.0,5.7,Angels in the Outfield,10.892812,1994-07-15
1760.0,6.8,Cinderella,14.436858,1950-03-04
20.0,7.8,Winnie the Pooh and the Blustery Day,1.054814,1968-12-20
108.0,6.2,The Three Caballeros,8.702472,1944-07-21
935.0,6.9,The Sword in the Stone,10.636458,1963-12-25
5.0,6.3,So Dear to My Heart,0.901443,1948-11-29
937.0,6.6,Robin Hood: Prince of Thieves,10.639244,1991-06-14
1217.0,7.4,Mary Poppins,15.11549,1964-08-27
1206.0,6.8,Dumbo,14.655879,1941-10-22
201.0,6.4,Pete's Dragon,7.644722,1977-11-03
260.0,6.8,Bedknobs and Broomsticks,10.362012,1971-10-07
1557.0,7.0,Alice in Wonderland,16.488937,1951-07-03
884.0,7.0,The Fox and the Hound,10.197106,1981-07-10
95.0,6.5,Freeway,7.088533,1996-08-23
966.0,7.4,The Sound of Music,9.06773,1965-03-02
4005.0,7.5,Die Hard,16.640522,1988-07-15
198.0,5.4,The Lawnmower Man,6.685948,1992-03-05
11.0,6.2,Unhook the Stars,5.52185,1996-09-04
7.0,5.0,The Secret Agent,2.943911,1996-11-08
127.0,7.1,Secrets & Lies,11.223572,1996-05-24
230.0,6.8,That Thing You Do!,8.685761,1996-10-04
13.0,5.1,To Gillian on Her 37th Birthday,3.263681,1996-10-18
21.0,5.3,Surviving Picasso,2.167132,1996-09-04
2.0,5.5,Love Is All There Is,0.453988,1996-05-10
76.0,7.3,Beautiful Thing,5.766163,1996-06-21
323.0,6.4,The Long Kiss Goodnight,14.482345,1996-10-11
238.0,6.4,The Ghost and the Darkness,10.789928,1996-10-11
33.0,6.9,Looking for Richard,2.653817,1996-10-11
51.0,6.7,Trees Lounge,3.464286,1996-10-11
8.0,6.8,Normal Life,0.881187,1996-01-26
11.0,7.0,Get on the Bus,5.230661,1996-10-16
12.0,4.0,Shadow Conspiracy,3.733574,1997-01-31
38.0,6.6,Jude,3.379677,1996-02-06
149.0,6.5,Everyone Says I Love You,9.649113,1996-12-06
3.0,6.3,Bitter Sugar,0.401227,1996-02-10
1406.0,6.7,Romeo + Juliet,11.774061,1996-10-31
255.0,6.8,Swingers,6.578025,1996-10-18
729.0,7.3,Sleepers,9.198283,1996-10-18
6.0,6.0,Johns,0.271674,1996-12-10
494.0,6.1,Aladdin and the King of Thieves,8.654244,1996-05-20
3.0,5.2,The Woman in Question,0.757337,1952-02-18
22.0,7.9,Shall We Dance,3.786353,1937-05-07
4.0,7.0,A Damsel in Distress,1.685981,1937-11-19
26.0,6.1,Crossfire,3.770441,1947-07-22
48.0,7.2,"Murder, My Sweet",3.433265,1944-12-09
8.0,5.6,Macao,1.715751,1952-04-30
3.0,7.4,For the Moment,0.347124,1993-10-01
826.0,7.4,Willy Wonka & the Chocolate Factory,12.416635,1971-06-29
2.0,5.0,The Sexual Life of the Belgians,0.297781,1994-01-28
126.0,7.5,The Innocents,7.667964,1961-12-25
206.0,7.0,Sleeper,6.048904,1973-12-17
167.0,6.7,Bananas,4.331819,1971-04-28
576.0,7.1,A Fish Called Wanda,11.400353,1988-07-15
1230.0,7.7,Life of Brian,10.714173,1979-08-17
89.0,6.9,Victor/Victoria,5.378996,1982-04-25
39.0,6.9,The Candidate,11.862375,1972-08-23
64.0,7.2,The Great Race,4.473327,1965-07-01
384.0,7.6,Bonnie and Clyde,12.109198,1967-07-18
25.0,6.0,The Old Man and the Sea,1.728104,1958-10-07
539.0,7.9,Dial M for Murder,7.853231,1954-05-29
3.0,4.8,Madame Butterfly,0.1489,1995-11-22
1371.0,7.1,Dirty Dancing,14.044122,1987-08-21
3821.0,8.1,Reservoir Dogs,12.22034,1992-09-02
1236.0,7.5,Platoon,18.206972,1986-12-18
255.0,6.4,Weekend at Bernie's,8.051891,1989-07-05
