vote_average,title
4.6,Deadtime Stories
5.4,Light of Day
5.4,Wanted: Dead or Alive
7.1,Frances
5.9,Plenty
5.7,Dick
7.6,The Iron Giant
7.7,The Sixth Sense
6.7,The Thomas Crown Affair
6.9,The Thomas Crown Affair
6.4,The Acid House
6.5,The Adventures of Sebastian Cole
6.3,Illuminata
10.0,Stiff Upper Lips
6.0,The Yards
6.0,Bowfinger
6.2,Brokedown Palace
6.7,Detroit Rock City
6.0,Alice and Martin
6.4,Better Than Chocolate
5.8,Head On
5.5,Marcello Mastroianni: I Remember
4.7,Never Talk to Strangers
6.4,Heaven Can Wait
6.3,The Raven
6.4,The Tingler
6.9,The Pit and the Pendulum
5.8,The Tomb of Ligeia
6.6,The Masque of the Red Death
6.3,Tales of Terror
5.4,Haunted Honeymoon
5.9,Cat's Eye
7.1,And Now for Something Completely Different
6.1,Damien: Omen II
5.5,Omen III: The Final Conflict
7.1,Airplane!
6.0,Airplane II: The Sequel
5.3,An American Werewolf in Paris
6.0,National Lampoon’s European Vacation
7.1,National Lampoon's Vacation
6.0,Funny Farm
6.9,Big
5.5,Problem Child
5.2,Problem Child 2
7.1,Little Nemo: Adventures In Slumberland
6.2,Oscar and Lucinda
6.0,Tequila Sunrise
6.3,The Pelican Brief
7.4,A Christmas Story
5.3,Mickey Blue Eyes
5.3,Teaching Mrs. Tingle
4.2,Universal Soldier: The Return
5.8,Universal Soldier
5.4,Love Stinks
7.9,Perfect Blue
6.3,In Too Deep
4.9,The Source
5.9,The Bat
4.8,Iron Eagle
4.3,Iron Eagle II
3.6,Iron Eagle III
3.2,Iron Eagle IV
7.2,Three Days of the Condor
6.0,Hamlet from the Lunt-Fontanne Theatre
5.8,Medicine Man
5.0,On the Ropes
6.4,The 13th Warrior
5.5,The Astronaut's Wife
3.8,Dudley Do-Right
5.3,The Muse
6.4,A Dog Of Flanders
5.8,The Lost Son
5.9,Lucie Aubrac
5.0,The Very Thought of You
5.3,Chill Factor
5.6,Outside Providence
5.9,Bedrooms and Hallways
4.7,I Woke Up Early The Day I Died
8.8,West Beyrouth
6.0,Stigmata
6.5,Stir of Echoes
6.0,Best Laid Plans
6.4,The Minus Man
4.8,Whiteboyz
6.7,The Adventures of Milo and Otis
7.0,Only Angels Have Wings
6.5,Othello
5.7,Queens Logic
5.5,Public Access
6.2,A Soldier's Story
6.4,Alice Sweet Alice
5.2,Don't Look in the Basement
5.4,Nightmares
5.8,I Saw What You Did
7.1,Yellow Submarine
7.9,American Beauty
8.7,Stop Making Sense
6.1,Blue Streak
6.3,For Love of the Game
5.3,Caligula
7.3,A Hard Day's Night
5.5,Splendor
5.5,Sugar Town
7.5,The Buddy Holly Story
6.9,Fright Night
6.4,Fright Night Part 2
5.4,La séparation
6.9,Barefoot in the Park
7.2,Deliverance
7.1,Excalibur
5.8,Lulu on the Bridge
6.3,The Pajama Game
6.0,Sommersby
6.1,Thumbelina
6.5,Tommy
5.6,Hell Night
6.2,Double Jeopardy
6.1,Jakob the Liar
6.3,Mumford
5.8,Dog Park
5.9,Guinevere
6.3,The Adventures of Elmo in Grouchland
3.6,Simon Sez
5.8,Drive Me Crazy
6.0,"Mystery, Alaska"
6.6,Three Kings
5.5,"Happy, Texas"
5.0,New Rose Hotel
6.1,Plunkett & MacLeane
6.6,Napoleon and Samantha
6.6,Alvarez Kelly
7.0,And the Ship Sails On
5.4,The Dark Half
6.3,Gulliver's Travels
6.2,Monkey Shines
6.5,Phantasm
6.0,Psycho II
5.4,Psycho III
5.1,Rain
7.8,Sanjuro
5.3,Random Hearts
5.0,Superstar
7.2,Boys Don't Cry
6.1,L'ennui
6.7,The Grandfather
6.6,The Limey
6.4,The Mating Habits of the Earthbound Human
5.5,Molly
6.4,Risky Business
7.1,Total Recall
7.1,Body Heat
7.5,Ferris Bueller's Day Off
6.8,The Year of Living Dangerously
7.9,Children of Paradise
7.4,High Plains Drifter
6.7,Hang 'em High
4.7,Citizen's Band
7.6,The Conformist
6.6,Hairspray
7.6,Brief Encounter
6.9,The Razor's Edge
7.1,Reds
4.0,Return with Honor
7.6,Days of Heaven
7.4,The Fire Within
7.0,El Amor Brujo
7.5,The Lady Eve
8.0,Sullivan's Travels
7.3,The Palm Beach Story
7.1,Man Facing Southeast
6.7,Niagara
7.6,Gilda
6.3,South Pacific
6.1,Flashdance
7.2,Indochine
7.5,The Dirty Dozen
5.5,Mike's Murder
6.5,Help!
7.2,Goldfinger
6.9,From Russia with Love
6.9,Dr. No
5.8,The Blue Lagoon
7.6,A Fistful of Dollars
6.8,Hard Eight
6.3,Home Alone 2: Lost in New York
4.9,Penitentiary
3.0,Penitentiary II
5.8,Someone to Watch Over Me
8.3,Fight Club
4.6,Beefcake
5.9,The Story of Us
6.1,Fever Pitch
6.3,Joe the King
7.1,Julien Donkey-Boy
4.4,The Omega Code
7.7,The Straight Story
7.1,The Bad Seed
6.6,Time Bandits
7.2,A Man and a Woman
7.7,Fitzcarraldo
7.3,All That Jazz
7.4,Crimes and Misdemeanors
4.1,Bats
6.8,The Best Man
6.6,Bringing Out the Dead
6.5,Crazy in Alabama
5.4,Three to Tango
4.7,Body Shots
7.0,Men Cry Bullets
6.0,Brother Can You Spare A Dime
5.3,The Guardian
6.8,The Ipcress File
6.9,On Any Sunday
7.1,RoboCop
5.6,RoboCop 2
7.2,Who Framed Roger Rabbit
6.8,Melvin and Howard
6.3,For Your Eyes Only
5.9,Licence to Kill
6.4,Live and Let Die
4.8,Rawhead Rex
6.5,Thunderball
7.6,The City
5.5,House on Haunted Hill
6.3,Music of the Heart
7.3,Being John Malkovich
6.0,Dreaming of Joseph Lees
8.2,Princess Mononoke
4.0,The Suburbans
7.6,My Best Fiend
7.4,Train of Life
4.5,The Bachelor
6.5,The Bone Collector
7.3,The Insider
7.7,American Movie
7.0,Last Night
7.5,Portraits Chinois
7.2,Rosetta
7.4,"They Shoot Horses, Don't They?"
6.1,Bride of Re-Animator
5.7,Bustin' Loose
6.4,Coma
6.7,Creepshow
5.9,Creepshow 2
7.0,Re-Animator
7.0,Drugstore Cowboy
7.2,Falling Down
5.8,The Funhouse
5.7,Piranha
5.3,Slaughterhouse
6.9,The Taming of the Shrew
6.4,Nighthawks
8.0,Yojimbo
4.5,Repossessed
6.0,The Omega Man
6.7,Spaceballs
7.0,Robin Hood
7.3,Mister Roberts
7.5,Little Big Man
7.4,A Face in the Crowd
7.1,Trading Places
5.9,Meatballs
3.5,Meatballs Part II
4.4,Meatballs III: Summer Job
3.3,Meatballs 4
6.7,Dead Again
6.7,Peter's Friends
5.7,The Incredibly True Adventure of Two Girls In Love
7.5,Experience Preferred...But Not Essential
4.9,Under the Rainbow
5.6,How I Won the War
6.6,Light It Up
5.9,Anywhere But Here
6.8,Dogma
6.2,The Messenger: The Story of Joan of Arc
6.7,Pokémon: The First Movie: Mewtwo Strikes Back
6.3,Felicia's Journey
5.4,Oxygen
5.5,Where's Marlowe?
5.3,The Ape
5.8,British Intelligence
7.4,The Commitments
7.1,Holiday Inn
7.3,The Longest Day
5.2,Poison Ivy
4.1,Poison Ivy: The New Seduction
10.0,Ten Benny
6.9,Tora! Tora! Tora!
7.6,Women on the Verge of a Nervous Breakdown
7.4,The Verdict
6.9,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
6.3,The Adventures of Buckaroo Banzai Across the 8th Dimension
7.3,Stand and Deliver
6.7,Moonstruck
5.7,The Sandpiper
7.5,Jeremiah Johnson
7.5,Repulsion
7.1,Irma la Douce
6.6,42 Up
6.7,Liberty Heights
6.7,Mansfield Park
6.9,Sleepy Hollow
6.0,The World Is Not Enough
7.4,All About My Mother
6.0,The Living Dead Girl
6.6,Babes in Toyland
6.7,Scrooged
7.7,Harvey
8.0,Bicycle Thieves
7.2,Matewan
7.7,Kagemusha
7.1,47 Samurai
7.3,McCabe & Mrs. Miller
7.1,Maurice
7.8,The Grapes of Wrath
6.4,My Man Godfrey
7.9,The Shop Around the Corner
7.0,The Natural
6.3,Shampoo
7.0,A River Runs Through It
6.6,Fatal Attraction
6.5,Jagged Edge
5.7,Stanley & Iris
7.2,Midnight Run
7.6,Awakenings
6.1,Come See the Paradise
6.4,Backdraft
7.2,The Fisher King
6.5,The River
6.3,Country
7.1,Places in the Heart
5.8,"'night, Mother"
5.5,End of Days
7.3,Toy Story 2
5.9,Flawless
6.3,Miss Julie
6.6,Ride with the Devil
6.2,Tumbleweeds
6.4,A Bay of Blood
5.7,The Distinguished Gentleman
6.6,The Hitch-Hiker
3.6,Santa Fe Trail
1.7,Lauderdale
6.3,Agnes Browne
6.6,The End of the Affair
6.3,The End of the Affair
5.3,Holy Smoke!
6.4,A Map of the World
6.8,Sweet and Lowdown
5.3,The Bonfire of the Vanities
6.0,Broadway Damage
7.5,Grand Illusion
6.9,The Great Santini
6.2,The James Dean Story
5.7,The Sea Wolves
5.9,Stealing Home
2.8,Tarzan the Fearless
6.2,The Two Jakes
6.3,U2: Rattle and Hum
6.8,Hell in the Pacific
4.8,The Glass Bottom Boat
7.2,Cradle Will Rock
5.4,Deuce Bigalow: Male Gigolo
8.2,The Green Mile
6.9,The Cider House Rules
5.4,Diamonds
7.2,The War Zone
6.3,The Bat Whispers
7.6,The Last Picture Show
6.8,The 7th Voyage of Sinbad
5.1,Blood on the Sun
6.4,Anna and the King
6.9,Bicentennial Man
5.8,Stuart Little
7.0,Fantasia 2000
7.5,Magnolia
5.8,Onegin
5.3,Simpatico
6.7,Topsy-Turvy
2.5,The Alley Cats
4.6,Boiling Point
5.1,Brenda Starr
6.7,Carnal Knowledge
7.0,Easy Rider
6.5,The Falcon and the Snowman
6.0,Room at the Top
6.3,Ulysses
6.8,Any Given Sunday
6.9,Man on the Moon
6.9,Galaxy Quest
7.1,The Talented Mr. Ripley
6.5,Next Friday
7.2,The Hurricane
7.0,Angela's Ashes
5.7,Play It to the Bone
6.5,Titus
6.3,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
6.1,The Third Miracle
4.8,Montana
6.3,Snow Falling on Cedars
7.6,"Girl, Interrupted"
4.0,The Life and Times of Hank Greenberg
6.5,My Dog Skip
4.9,Supernova
2.5,The Quarry
8.1,The Terrorist
7.1,The Way We Were
7.6,Stalag 17
5.7,The Presidio
7.8,Papillon
5.9,Pal Joey
7.1,The Last Detail
7.2,Five Easy Pieces
6.6,Even Dwarfs Started Small
6.6,Dead Calm
6.6,The Boys from Brazil
7.2,Black Sunday
5.7,Against All Odds
6.1,The Snows of Kilimanjaro
5.7,National Lampoon's Loaded Weapon 1
8.0,The Loves of Carmen
7.0,Fast Times at Ridgemont High
6.4,A Cry in the Dark
6.1,Born to Win
7.4,Batman: Mask of the Phantasm
6.1,American Flyers
5.5,Voyage of the Damned
5.5,Vampyros Lesbos
6.3,A Star Is Born
6.4,Poison
6.0,Pacific Heights
6.2,Night Tide
6.9,The Draughtsman's Contract
5.9,Carmen
6.8,A Zed & Two Noughts
8.1,Woman in the Dunes
4.9,Down to You
4.6,"Not Love, Just Frenzy"
5.5,Wirey Spindell
6.4,Another Man's Poison
6.7,The Odessa File
4.8,Smashing Time
6.1,Where the Buffalo Roam
7.0,Zachariah
5.3,Eye of the Beholder
4.6,Isn't She Great
5.8,The Big Tease
6.3,Santitos
5.6,Encino Man
7.3,The Goodbye Girl
8.0,I Am Cuba
7.3,Malcolm X
6.5,Sister Act
5.9,Sister Act 2: Back in the Habit
6.5,The Hand that Rocks the Cradle
6.7,Alive
6.2,Agnes of God
7.3,Scent of a Woman
6.5,Wayne's World
5.8,Wayne's World 2
6.8,A League of Their Own
6.4,Patriot Games
6.2,The Bodyguard
6.3,Death Becomes Her
6.3,Far and Away
7.0,Howards End
6.6,Singles
7.3,Twin Peaks: Fire Walk with Me
6.2,White Men Can't Jump
5.3,Buffy the Vampire Slayer
7.2,Man Bites Dog
6.6,El Mariachi
4.6,Stop! Or My Mom Will Shoot
6.0,Forever Young
6.6,The Cutting Edge
7.1,Of Mice and Men
6.9,Bad Lieutenant
5.7,Scream 3
6.0,Single White Female
7.2,The Boondock Saints
5.4,Gun Shy
6.1,Beloved/Friend
10.0,Gendernauts: A Journey Through Shifting Identities
6.1,The Baby
7.3,The Brandon Teena Story
5.2,Different for Girls
6.4,Minnie and Moskowitz
7.3,They Might Be Giants
6.3,The Beach
4.8,Snow Day
6.3,The Tigger Movie
5.3,Cotton Mary
4.5,Trois
7.2,The Big Combo
4.9,Eaten Alive
5.7,Raining Stones
7.6,"To Sir, with Love"
7.5,With Byrd at the South Pole
6.5,Boiler Room
5.0,Hanging Up
6.7,Pitch Black
6.3,The Whole Nine Yards
6.0,Beautiful People
7.1,Black Tar Heroin: The Dark End of the Street
7.2,Blue Collar
5.6,Bluebeard
8.2,City Lights
6.0,The Flamingo Kid
6.8,The Man from Laramie
3.4,Class Reunion
5.2,The Big Trees
5.0,Happy Go Lovely
5.3,Reindeer Games
6.9,Wonder Boys
6.1,Deterrence
4.8,Judy Berlin
5.9,3 Strikes
5.9,Chain of Fools
5.4,Drowning Mona
4.3,The Next Best Thing
5.4,What Planet Are You From?
7.8,Beyond the Mat
7.2,Ghost Dog: The Way of the Samurai
7.3,The Year My Voice Broke
7.1,Splendor in the Grass
5.8,My Tutor
6.2,The Killing of Sister George
7.6,Key Largo
3.5,Jail Bait
5.3,It Happened Here
7.0,I'll Never Forget What's'isname
8.3,For All Mankind
6.6,Cross of Iron
4.2,Bride of the Monster
6.6,Born Yesterday
6.9,Birdy
3.8,And God Created Woman
5.3,Blood Feast
4.9,"Charlie, the Lonesome Cougar"
5.0,Color Me Blood Red
6.9,Never Cry Wolf
7.3,The Night Visitor
8.0,The Perils of Pauline
7.1,A Raisin in the Sun
6.2,Two Thousand Maniacs!
6.0,Brown's Requiem
4.5,The Closer You Get
5.7,Mission to Mars
6.3,The Ninth Gate
7.5,East/West
6.5,Defending Your Life
7.4,Breaking Away
7.1,Hoosiers
6.6,Bull Durham
7.6,Dog Day Afternoon
6.9,American Graffiti
7.5,The Asphalt Jungle
7.7,The Searchers
6.4,The Devil's Brigade
7.8,The Big Country
6.9,Any Number Can Win
5.6,Betrayed
7.0,Bound for Glory
6.2,The Bridge at Remagen
5.0,Buck and the Preacher
6.8,Daughters of the Dust
6.1,Destination Moon
5.7,The Fantastic Night
6.8,Hangmen Also Die!
6.4,The Ogre
6.7,On the Beach
6.6,Railroaded!
5.0,Slaves to the Underground
8.0,Big Fella
7.6,The Taking of Pelham One Two Three
5.6,Volunteers
7.5,JFK
5.5,Who's Harry Crumb?
5.6,Harry and the Hendersons
4.7,Let's Get Harry
2.9,Shanghai Surprise
5.2,Who's That Girl
5.4,She-Devil
5.6,Date With an Angel
5.6,Blind Date
5.5,Nadine
7.0,The Muppet Movie
6.9,The Great Muppet Caper
6.5,The Muppets Take Manhattan
6.5,Sesame Street Presents Follow That Bird
5.8,We're Back! A Dinosaur's Story
5.3,Baby: Secret of the Lost Legend
8.3,Turtle Diary
5.2,Raise the Titanic
6.2,Titanic
7.5,A Night to Remember
6.5,Captain Horatio Hornblower R.N.
7.3,The Carriers Are Waiting
7.1,Erin Brockovich
6.4,Final Destination
3.0,Babymother
6.9,The Bear
5.8,Impact
5.8,Love Is a Many-Splendored Thing
6.9,The Crimson Pirate
7.2,Thelma & Louise
7.1,Something For Everyone
7.1,...And Justice for All
7.0,Animal House
6.2,She's Gotta Have It
6.1,School Daze
7.6,Do the Right Thing
6.3,Mo' Better Blues
6.0,Jungle Fever
6.2,Coogan's Bluff
6.7,The Champ
7.3,Creature Comforts
7.0,Death Wish
6.1,Death Wish 2
6.1,Death Wish 3
5.6,Death Wish 4: The Crackdown
5.0,Death Wish 5: The Face of Death
8.0,Double Indemnity
5.8,Dying Young
4.7,Cool as Ice
6.5,Teenage Mutant Ninja Turtles
5.8,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
5.1,Teenage Mutant Ninja Turtles III
6.4,Red Dawn
6.9,Band of the Hand
3.6,Born American
6.6,Bloodsport
5.7,Eyes of Laura Mars
6.8,Funny Bones
5.7,The Good Earth
7.1,"Good Morning, Vietnam"
4.7,The Good Mother
6.5,Grumpy Old Men
7.6,Guess Who's Coming to Dinner
6.0,Romeo Must Die
5.4,Here On Earth
5.1,Whatever It Takes
6.0,Buddy Boy
6.5,Waking the Dead
3.3,Blood and Sand
5.8,Gothic
1.5,Hillbillys in a Haunted House
6.6,Lord of the Flies
8.1,Modern Times
4.4,Solar Crisis
4.7,That's Life!
6.6,Heart and Souls
7.4,Hud
7.6,The Hustler
7.6,Inherit the Wind
7.2,Close Encounters of the Third Kind
6.5,The City of the Dead
8.0,Jonah Who Will Be 25 in the Year 2000
6.0,Retroactive
6.9,A Place in the Sun
7.3,Jacob's Ladder
6.6,Empire Records
6.8,La Bamba
6.8,Ladyhawke
6.4,Lucas
7.0,High Fidelity
7.0,The Road to El Dorado
5.7,The Skulls
7.3,Autopsy
4.0,Devil Girl from Mars
7.2,El Dorado
5.7,The Hideous Sun Demon
6.7,Hook
6.2,Horror Express
6.2,My Chauffeur
6.2,Torso
7.3,True Grit
6.8,Roadside Prophets
5.4,Madame Sousatzka
6.3,Max Dugan Returns
7.6,Midnight Express
7.6,Misery
5.2,Mr. Saturday Night
5.7,Murphy's Romance
6.2,My Life
7.8,Network
6.9,No Way Out
6.2,North Dallas Forty
7.5,The Odd Couple
7.4,The Outlaw Josey Wales
4.6,Black and White
7.0,Frequency
4.7,Ready to Rumble
6.1,Return to Me
6.0,Rules of Engagement
6.8,Joe Gould's Secret
5.9,Me Myself I
6.4,"Bell, Book and Candle"
5.1,The End of Violence
6.4,Force 10 from Navarone
6.6,How to Stuff a Wild Bikini
7.0,Mystery Train
6.8,Sacco & Vanzetti
6.4,Taffin
6.5,Arthur
5.8,Bachelor Party
6.4,Parenthood
7.3,Predator
5.9,The Prince of Tides
6.4,The Postman Always Rings Twice
6.6,Smoking / No Smoking
6.6,An Actor's Revenge
6.0,28 Days
7.3,American Psycho
5.9,Keeping the Faith
5.5,Where the Money is
6.5,East Is East
7.3,The Filth and the Fury
5.8,Passion of Mind
6.0,Coming Apart
6.9,Diner
5.5,Shakes the Clown
7.4,Cabaret
7.9,What Ever Happened to Baby Jane?
6.1,Prick Up Your Ears
6.4,Auntie Mame
6.9,Guys and Dolls
6.4,The Hunger
7.2,Marathon Man
6.7,Caddyshack
5.6,Gossip
7.5,Love & Basketball
6.1,U-571
7.1,The Virgin Suicides
5.8,Jennifer Eight
6.8,The Law
8.0,Limelight
6.7,Empire of Passion
4.4,Committed
4.9,The Crow: Salvation
4.4,The Flintstones in Viva Rock Vegas
6.9,Where the Heart Is
6.8,The Big Kahuna
6.1,Bossa Nova
7.0,Smiling Fish & Goat On Fire
8.0,The Last September
5.9,Timecode
3.9,Carnosaur
4.8,Carnosaur 2
5.0,Carnosaur 3: Primal Species
4.8,Defying Gravity
6.7,The Hidden
5.0,Two Moon Junction
7.9,Gladiator
5.3,I Dreamed of Africa
6.2,Up at the Villa
6.8,Human Traffic
5.0,Black Tights
5.6,Breathless
5.2,The Great Locomotive Chase
6.5,The Idolmaker
6.6,Inferno
6.3,The King of Marvin Gardens
6.3,"The Nibelungs, Tale 1: Siegfried"
5.7,The Lords of Flatbush
6.5,Mr. Mom
7.4,Time Masters
3.0,Battlefield Earth
6.8,Center Stage
4.9,Held Up
4.9,Screwed
3.1,Whipped
6.0,Hamlet
6.3,Anchors Aweigh
5.2,Blue Hawaii
6.1,The Castaway Cowboy
6.3,G.I. Blues
5.0,The Gay Deceivers
6.5,Gypsy
6.5,King Creole
6.9,On the Town
6.9,One Little Indian
6.6,Pee-wee's Big Adventure
8.0,Regret to Inform
5.8,Roustabout
5.8,Saludos Amigos
6.8,The Slipper and the Rose
6.4,Things Change
5.5,Honeymoon in Vegas
6.2,Dinosaur
5.0,Loser
5.9,Road Trip
6.4,Small Time Crooks
6.4,The Hollywood Knights
3.4,The Myth Of Fingerprints
6.9,Possession
6.7,The Twelve Chairs
5.9,Mission: Impossible II
6.2,Shanghai Noon
4.0,Better Living Through Circuitry
6.3,8 ½ Women
6.7,Carnival of Souls
6.1,Flying Tigers
6.2,Lisa and the Devil
6.3,It's in the Water
7.9,Monsieur Verdoux
6.5,On Her Majesty's Secret Service
6.9,Seven Days in May
6.6,The Spy Who Loved Me
4.5,Those Who Love Me Can Take the Train
7.2,Vagabond
5.9,Moonraker
6.4,The Man with the Golden Gun
7.1,A King in New York
4.4,In Old California
6.4,The Fighting Seabees
5.7,Dark Command
7.7,Cléo from 5 to 7
5.6,Big Momma's House
3.0,Running Free
6.4,The Abominable Snowman
5.9,American Gigolo
6.6,Anguish
6.0,The Blood Spattered Bride
5.9,City of the Living Dead
7.8,The Endless Summer
7.3,The Guns of Navarone
6.9,La Grande Bouffe
6.0,Lured
6.5,Pandora and the Flying Dutchman
6.2,Quatermass and the Pit
6.2,Quatermass II
5.5,Puppet Master
5.8,Puppet Master II
6.0,Puppet Master III Toulon's Revenge
4.9,Puppet Master 4
4.2,Puppet Master 5: The Final Chapter
2.5,Retro Puppet Master
4.6,Rent-a-Cop
7.3,Romeo and Juliet
6.0,Stay Tuned
4.8,The Story of G.I. Joe
7.2,Blazing Saddles
6.1,Benji
6.4,Benji the Hunted
5.6,For the Love of Benji
6.9,White Christmas
7.5,Eraserhead
8.0,Baraka
6.9,The Man with the Golden Arm
7.5,The Decline of Western Civilization
6.8,The Decline of Western Civilization Part II: The Metal Years
7.8,For a Few Dollars More
7.1,Magnum Force
7.3,Blood Simple
6.5,The Fabulous Baker Boys
6.5,Prizzi's Honor
6.3,Flatliners
7.4,Gandahar
6.1,Porky's
5.2,Porky's II: The Next Day
5.0,Porky's 3: Revenge
5.0,Private School
5.7,Class of Nuke 'Em High
6.3,The Toxic Avenger
5.3,The Toxic Avenger Part II
5.0,The Toxic Avenger Part III: The Last Temptation of Toxie
6.6,Night of the Creeps
6.0,Predator 2
6.4,The Running Man
6.6,Starman
6.6,The Brother from Another Planet
5.9,Alien Nation
6.6,Mad Max
7.3,Mad Max 2: The Road Warrior
5.9,Mad Max Beyond Thunderdome
5.9,Bird on a Wire
7.0,Angel Heart
5.8,Nine 1/2 Weeks
5.9,Firestarter
4.8,Sleepwalkers
4.9,Action Jackson
5.6,Sarafina!
6.0,Soapdish
6.4,The Long Walk Home
4.4,Clara's Heart
5.0,Burglar
5.3,Fatal Beauty
6.1,Gone in Sixty Seconds
6.4,American Pimp
5.4,Love's Labour's Lost
6.1,Sunshine
4.0,Trixie
5.2,American Virgin
6.7,Hamlet
6.9,Coming Home
7.2,American Pop
7.1,Assault on Precinct 13
6.8,Near Dark
6.7,One False Move
6.5,Shaft
7.5,The Conversation
6.3,Cutter's Way
6.2,The Fury
6.7,The Paper Chase
7.3,Prince of the City
7.5,Serpico
7.9,Ace in the Hole
7.5,Lonely Are the Brave
6.4,The Sugarland Express
7.3,Trouble in Paradise
7.1,Big Trouble in Little China
7.5,Badlands
5.4,Boys and Girls
5.5,Shaft
6.3,Titan A.E.
7.2,Butterfly
6.7,Jesus' Son
5.8,The Match
7.3,Time Regained
6.5,Chicken Run
6.1,"Me, Myself & Irene"
6.8,The Patriot
3.9,The Adventures of Rocky & Bullwinkle
6.2,The Perfect Storm
6.5,The Golden Bowl
5.9,Asylum
5.0,Communion
6.2,Fun & Fancy Free
6.4,The Kentucky Fried Movie
7.7,Bound by Honor
5.5,Daughter of Dr. Jekyll
6.4,F/X
5.8,F/X2
6.4,The Hot Spot
5.2,Missing in Action
5.0,Missing in Action 2: The Beginning
4.8,Braddock: Missing in Action III
6.6,Thunderbolt and Lightfoot
6.0,Dreamscape
6.4,The Golden Voyage of Sinbad
7.0,Hatchet for the Honeymoon
6.1,House Party
4.7,House Party 2
5.2,Make Mine Music
6.3,Melody Time
5.4,Nekromantik
6.0,On Our Merry Way
2.5,Project Moon Base
5.1,Rocketship X-M
5.4,Shaft in Africa
6.1,Shaft's Big Score!
6.7,Croupier
6.0,The Kid
6.0,Scary Movie
6.5,But I'm a Cheerleader
7.3,Blow-Up
7.3,The Pawnbroker
5.6,Groove
6.4,Footloose
6.2,Duel in the Sun
6.8,X-Men
5.7,Chuck & Buck
6.6,The Five Senses
5.8,The Wisdom of Crocodiles
4.7,The In Crowd
6.3,What Lies Beneath
6.4,Pokémon: The Movie 2000
6.6,Criminal Lovers
7.7,Anatomy of a Murder
5.0,Freejack
5.6,Greaser's Palace
5.1,H.O.T.S.
6.5,Knightriders
6.4,Mackenna's Gold
6.3,Sinbad and the Eye of the Tiger
7.6,Two Women
6.7,What About Bob?
5.5,White Sands
7.2,Breaker Morant
6.6,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
6.7,Interiors
7.5,Love and Death
7.3,The Official Story
7.3,Pot o' Gold
7.9,Tampopo
4.8,Thomas and the Magic Railroad
4.7,Nutty Professor II: The Klumps
7.1,The Girl on the Bridge
6.9,Wonderland
5.7,Autumn in New York
5.8,Coyote Ugly
5.6,Hollow Man
6.3,Space Cowboys
1.0,Better Living
4.6,Mad About Mambo
6.0,Psycho Beach Party
6.3,Saving Grace
6.9,Black Sabbath
4.4,The Brain That Wouldn't Die
5.2,Bronco Billy
5.5,The Crush
7.2,Kelly's Heroes
6.3,Phantasm II
5.6,Phantasm III: Lord of the Dead
4.9,Phantasm IV: Oblivion
5.9,Pumpkinhead
5.3,Air America
6.1,Sleepaway Camp
7.1,Steel Magnolias
6.2,...And God Created Woman
6.6,Easy Money
5.1,Ilsa: She Wolf of the SS
5.2,Silent Fall
6.6,The Spiral Staircase
5.2,What Ever Happened to Aunt Alice?
8.7,Margaret Cho: I'm the One That I Want
5.9,The Tao of Steve
1.0,The Tic Code
6.3,Aimee & Jaguar
6.5,An Affair of Love
4.9,Bless the Child
6.2,Cecil B. Demented
7.0,The Eyes of Tammy Faye
5.5,The Opportunists
6.2,The Replacements
5.4,About Adam
6.0,The Cell
5.9,Godzilla 2000
6.5,The Original Kings of Comedy
6.0,Sunset Strip
5.3,All the Rage
7.1,The Naked Gun: From the Files of Police Squad!
6.6,The Naked Gun 2½: The Smell of Fear
4.6,Our Town
7.3,Shane
7.0,"Suddenly, Last Summer"
6.5,Cat Ballou
5.6,A Couch in New York
6.7,The Devil Rides Out
6.7,Jerry and Tom
4.7,Supergirl
5.8,X: The Unknown
5.6,The Art of War
6.0,Phish: Bittersweet Motel
5.8,Bring It On
6.4,The Crew
5.7,Love & Sex
6.2,Steal This Movie
6.5,Skipped Parts
4.4,Highlander: Endgame
7.5,Backstage
5.0,Turn It Up
6.1,Anatomy
5.9,Nurse Betty
6.7,Alone
5.0,The Watcher
6.4,The Way of the Gun
7.4,Almost Famous
6.1,Bait
4.3,Circus
6.1,Crime + Punishment in Suburbia
5.5,Duets
5.5,Goya in Bordeaux
5.2,Urbania
5.0,Uninvited Guest
5.5,The Specials
6.4,Under Suspicion
5.2,Prince of Central Park
4.4,Urban Legends: Final Cut
5.5,Woman on Top
7.7,Dancer in the Dark
6.7,Best in Show
5.8,Beautiful
1.0,Barenaked in America
6.3,The Broken Hearts Club: A Romantic Comedy
6.4,Girlfight
7.4,Remember the Titans
6.9,Hellraiser
6.3,Hellbound: Hellraiser II
5.3,Hellraiser III: Hell on Earth
6.4,"Faraway, So Close!"
6.8,Beach Party
6.7,Bikini Beach
5.7,Return of the Fly
6.3,Pajama Party
7.4,Stranger Than Paradise
5.4,Voyage to the Bottom of the Sea
6.7,Fantastic Voyage
7.4,Abbott and Costello Meet Frankenstein
6.8,The Bank Dick
6.7,Creature from the Black Lagoon
4.2,The Giant Gila Monster
7.3,The Invisible Man
4.3,The Killer Shrews
5.8,Kronos
5.6,Phantom of the Opera
5.0,Runaway
5.7,The Slumber Party Massacre
