,director,title,release_date,budget,revenue,return
341,Louis Malle,Vanya on 42nd Street,1994-09-13,0.0,0.0,0.0
342,Steven Soderbergh,The Underneath,1995-04-28,6500000.0,0.0,0.0
343,Preston A. Whitmore II,The Walking Dead,1995-02-24,0.0,0.0,0.0
344,Lasse Hallström,What's Eating Gilbert Grape,1993-12-17,11000000.0,10032765.0,0.9120695454545454
345,Brett Leonard,Virtuosity,1995-08-04,30000000.0,24048000.0,0.8016
346,Jon Turteltaub,While You Were Sleeping,1995-04-21,17000000.0,182057016.0,10.709236235294116
347,Jon Avnet,The War,1994-11-04,0.0,0.0,0.0
348,Mina Shum,Double Happiness,1994-09-07,0.0,759393.0,0.0
349,P.J. Hogan,Muriel's Wedding,1994-09-29,3000000.0,15119639.0,5.039879666666667
350,Melanie Mayron,The Baby-Sitters Club,1995-08-18,0.0,0.0,0.0
351,Tom Shadyac,Ace Ventura: Pet Detective,1994-02-04,15000000.0,107217396.0,7.1478264
352,Stephan Elliott,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,0.0,11220670.0,0.0
353,Iain Softley,Backbeat,1994-04-01,0.0,0.0,0.0
354,Roman Polanski,Bitter Moon,1992-09-02,5000000.0,1862805.0,0.372561
355,Woody Allen,Bullets Over Broadway,1994-10-14,0.0,0.0,0.0
356,Phillip Noyce,Clear and Present Danger,1994-08-03,62000000.0,215887717.0,3.482059951612903
357,Joel Schumacher,The Client,1994-07-20,45000000.0,117615211.0,2.613671355555556
358,Jessie Nelson,"Corrina, Corrina",1994-08-12,0.0,0.0,0.0
359,Spike Lee,Crooklyn,1994-05-13,0.0,0.0,0.0
360,Alex Proyas,The Crow,1994-05-11,15000000.0,94000000.0,6.266666666666667
361,Ron Shelton,Cobb,1994-12-02,0.0,1007583.0,0.0
362,Brian Levant,The Flintstones,1994-05-26,46000000.0,341631208.0,7.426765391304348
363,Robert Zemeckis,Forrest Gump,1994-07-06,55000000.0,677945399.0,12.326279981818182
364,Mike Newell,Four Weddings and a Funeral,1994-03-09,6000000.0,254700832.0,42.45013866666667
365,John Singleton,Higher Learning,1995-01-11,0.0,38290723.0,0.0
366,Darnell Martin,I Like It Like That,1994-10-14,0.0,1777020.0,0.0
367,Charles Shyer,I Love Trouble,1994-06-29,45000000.0,61947267.0,1.3766059333333334
368,Andrew Bergman,It Could Happen to You,1994-07-29,0.0,0.0,0.0
369,Stephen Sommers,The Jungle Book,1994-12-23,0.0,0.0,0.0
370,Ray Müller,"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,0.0,449707.0,0.0
371,Roger Allers,The Lion King,1994-06-23,45000000.0,788241776.0,17.516483911111113
372,Rob Minkoff,The Lion King,1994-06-23,45000000.0,788241776.0,17.516483911111113
373,Bernardo Bertolucci,Little Buddha,1993-12-01,35000000.0,4858139.0,0.1388039714285714
374,Wes Craven,New Nightmare,1994-10-13,14000000.0,18090181.0,1.2921557857142858
375,Chuck Russell,The Mask,1994-07-29,23000000.0,351583407.0,15.286235086956522
376,Richard Donner,Maverick,1994-05-20,0.0,0.0,0.0
377,Alan Rudolph,Mrs. Parker and the Vicious Circle,1994-09-07,0.0,0.0,0.0
378,Peter Segal,The Naked Gun 33⅓: The Final Insult,1994-03-18,30000000.0,51132598.0,1.7044199333333334
379,Ron Howard,The Paper,1994-03-18,6000000.0,0.0,0.0
380,Ben Stiller,Reality Bites,1994-02-18,11500000.0,20079850.0,1.7460739130434784
381,John Dahl,Red Rock West,1993-07-08,8000000.0,2000000.0,0.25
382,Donald Petrie,Ri¢hie Ri¢h,1994-12-19,40000000.0,0.0,0.0
383,Robert Allan Ackerman,Safe Passage,1994-12-01,0.0,0.0,0.0
384,Curtis Hanson,The River Wild,1994-09-30,45000000.0,0.0,0.0
385,Jan de Bont,Speed,1994-06-09,30000000.0,350448145.0,11.681604833333331
386,Ron Underwood,Speechless,1994-12-16,0.0,0.0,0.0
387,Peter Hyams,Timecop,1994-09-15,27000000.0,101646581.0,3.764688185185185
388,James Cameron,True Lies,1994-07-14,115000000.0,378882411.0,3.2946296608695653
389,Luis Mandoki,When a Man Loves a Woman,1994-04-29,0.0,50021959.0,0.0
390,Mike Nichols,Wolf,1994-06-17,0.0,0.0,0.0
391,Lawrence Kasdan,Wyatt Earp,1994-06-24,63000000.0,25052000.0,0.3976507936507936
392,Damian Harris,Bad Company,1995-01-20,0.0,0.0,0.0
393,Suri Krishnamma,A Man of No Importance,1994-12-22,0.0,953.0,0.0
394,Jefery Levy,S.F.W.,1994-09-15,0.0,0.0,0.0
395,Keenen Ivory Wayans,A Low Down Dirty Shame,1994-11-23,10000000.0,29392418.0,2.9392418
396,Robert Lee King,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0
397,Brian Sloan,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0
398,Raoul O'Connell,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0.0,0.0
399,Yves Angelo,Colonel Chabert,1994-01-01,0.0,0.0,0.0
400,Russ Meyer,"Faster, Pussycat! Kill! Kill!",1965-08-06,45000.0,0.0,0.0
401,Doug McHenry,Jason's Lyric,1994-09-28,7000000.0,20851521.0,2.9787887142857143
402,Dave Borthwick,The Secret Adventures of Tom Thumb,1993-12-10,0.0,0.0,0.0
403,Steven E. de Souza,Street Fighter,1994-12-22,35000000.0,99423521.0,2.8406720285714284
404,Wallace Wolodarsky,Coldblooded,1995-09-15,0.0,0.0,0.0
405,Michael A. Nickles,Desert Winds,1997-12-31,0.0,0.0,0.0
406,Paul Warner,Fall Time,1995-05-13,0.0,0.0,0.0
407,Vincent Robert,The Fear,1995-01-20,0.0,0.0,0.0
408,Theodore Thomas,Frank and Ollie,1995-10-20,0.0,0.0,0.0
409,Lucas Platt,Girl in the Cadillac,1995-10-24,0.0,0.0,0.0
410,Ross Kagan Marks,Homage,1995-05-03,0.0,0.0,0.0
411,Paul Williams,Mirage,1995-11-21,0.0,0.0,0.0
412,Robert Wuhl,Open Season,1996-05-03,0.0,0.0,0.0
413,Roberto Sneider,Dos Crímenes,1995-05-26,0.0,0.0,0.0
414,Jack Baxter,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0.0,0.0
415,Jefri Aalmuhammed,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0.0,0.0
416,Andrew Morahan,Highlander: The Final Dimension,1994-11-29,26000000.0,36800000.0,1.4153846153846157
417,Michael Corrente,Federal Hill,1995-02-24,0.0,0.0,0.0
418,John Carpenter,In the Mouth of Madness,1994-12-12,8000000.0,8946600.0,1.118325
419,John G. Avildsen,8 Seconds,1994-02-25,0.0,0.0,0.0
420,Jeff Pollack,Above the Rim,1994-03-23,0.0,0.0,0.0
421,Barry Sonnenfeld,Addams Family Values,1993-11-19,0.0,48919043.0,0.0
422,Thomas Schlamme,Martin Lawrence: You So Crazy,1994-04-27,0.0,0.0,0.0
423,Martin Scorsese,The Age of Innocence,1993-09-17,34000000.0,32255440.0,0.948689411764706
424,Michael Lehmann,Airheads,1994-08-05,0.0,0.0,0.0
425,Paul Michael Glaser,The Air Up There,1994-01-07,17080000.0,21011500.0,1.2301814988290398
426,John Badham,Another Stakeout,1993-07-22,0.0,0.0,0.0
427,Jonathan Kaplan,Bad Girls,1994-04-22,0.0,15240435.0,0.0
428,Whit Stillman,Barcelona,1994-07-29,3200000.0,0.0,0.0
429,Bill Forsyth,Being Human,1994-05-06,40000000.0,0.0,0.0
430,Penelope Spheeris,The Beverly Hillbillies,1993-10-15,0.0,0.0,0.0
431,John Landis,Beverly Hills Cop III,1994-05-24,50000000.0,119208989.0,2.38417978
432,Caroline Thompson,Black Beauty,1994-07-29,0.0,0.0,0.0
433,Michael Apted,Blink,1994-01-26,0.0,16668552.0,0.0
434,Stephen Hopkins,Blown Away,1994-07-01,0.0,30156002.0,0.0
435,William Friedkin,Blue Chips,1994-02-18,0.0,0.0,0.0
436,Tony Richardson,Blue Sky,1994-09-16,0.0,0.0,0.0
437,Abel Ferrara,Body Snatchers,1993-06-09,13000000.0,428868.0,0.0329898461538461
438,Jennifer Chambers Lynch,Boxing Helena,1993-06-18,0.0,1796389.0,0.0
439,Robert De Niro,A Bronx Tale,1993-09-14,22000000.0,17287898.0,0.7858135454545454
440,Adam Resnick,Cabin Boy,1994-01-07,0.0,3662459.0,0.0
441,John Whitesell,Calendar Girl,1993-09-03,13000000.0,2570145.0,0.1977034615384615
442,Brian De Palma,Carlito's Way,1993-11-10,30000000.0,36516012.0,1.2172004
443,Paul Weiland,City Slickers II: The Legend of Curly's Gold,1994-06-10,0.0,0.0,0.0
444,Mick Jackson,Clean Slate,1994-05-06,0.0,7355425.0,0.0
445,Renny Harlin,Cliffhanger,1993-05-28,70000000.0,255000211.0,3.642860157142857
446,Steve Barron,Coneheads,1993-07-23,0.0,0.0,0.0
447,Richard Rush,Color of Night,1994-08-19,40000000.0,19726050.0,0.49315125
448,Michael Ritchie,Cops & Robbersons,1994-04-15,0.0,0.0,0.0
449,Gregg Champion,The Cowboy Way,1994-06-03,0.0,0.0,0.0
450,Abel Ferrara,Dangerous Game,1993-11-19,0.0,0.0,0.0
451,Ivan Reitman,Dave,1993-05-07,0.0,63000000.0,0.0
452,Richard Linklater,Dazed and Confused,1993-09-24,6900000.0,7993039.0,1.1584114492753623
453,Marco Brambilla,Demolition Man,1993-10-08,57000000.0,159055768.0,2.7904520701754385
454,Bruce Brown,The Endless Summer 2,1994-06-03,0.0,0.0,0.0
455,Gus Van Sant,Even Cowgirls Get the Blues,1994-05-13,8000000.0,0.0,0.0
456,Carl Reiner,Fatal Instinct,1993-10-29,0.0,0.0,0.0
457,Chen Kaige,Farewell My Concubine,1993-09-16,0.0,0.0,0.0
458,Donald Petrie,The Favor,1994-04-29,0.0,0.0,0.0
459,Peter Weir,Fearless,1993-10-15,0.0,0.0,0.0
460,Rusty Cundieff,Fear of a Black Hat,1994-10-28,0.0,0.0,0.0
461,Alek Keshishian,With Honors,1994-04-29,0.0,0.0,0.0
462,Steve Kloves,Flesh and Bone,1993-11-05,0.0,9488998.0,0.0
463,John Irvin,Widows' Peak,1994-05-13,0.0,0.0,0.0
464,Barry Sonnenfeld,For Love or Money,1993-10-01,30000000.0,11146270.0,0.3715423333333333
465,Sydney Pollack,The Firm,1993-06-30,42000000.0,270248367.0,6.434484928571429
466,Simon Wincer,Free Willy,1993-07-16,20000000.0,153698625.0,7.68493125
467,Boaz Yakin,Fresh,1994-08-24,0.0,0.0,0.0
468,Andrew Davis,The Fugitive,1993-08-06,44000000.0,368875760.0,8.38354
469,Walter Hill,Geronimo: An American Legend,1993-12-10,35000000.0,18635620.0,0.5324462857142858
470,Roger Donaldson,The Getaway,1994-02-11,0.0,30.0,0.0
471,Howard Deutch,Getting Even with Dad,1994-06-17,30000000.0,0.0,0.0
472,Rose Troche,Go Fish,1994-06-10,0.0,0.0,0.0
473,Bruce Beresford,A Good Man in Africa,1994-07-14,0.0,0.0,0.0
474,Sidney Lumet,Guilty as Sin,1993-06-04,0.0,22886222.0,0.0
475,John Woo,Hard Target,1993-08-20,18000000.0,74189677.0,4.121648722222222
476,Oliver Stone,Heaven & Earth,1993-12-24,33000000.0,0.0,0.0
477,Jim Abrahams,Hot Shots! Part Deux,1993-05-21,25000000.0,133752825.0,5.350113
478,Julianna Lavin,Live Nude Girls,1995-12-08,0.0,0.0,0.0
479,Christopher Monger,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0.0,0.0,0.0
480,Bille August,The House of the Spirits,1993-10-19,25000000.0,0.0,0.0
481,Eric Meza,House Party 3,1994-01-01,0.0,0.0,0.0
482,Joel Coen,The Hudsucker Proxy,1994-03-11,30000000.0,0.0,0.0
483,James L. Brooks,I'll Do Anything,1994-02-04,40000000.0,0.0,0.0
484,"Daniel Petrie, Jr.",In the Army Now,1994-08-12,0.0,28881266.0,0.0
485,Wolfgang Petersen,In the Line of Fire,1993-07-08,40000000.0,176997168.0,4.4249292
486,Jim Sheridan,In the Name of the Father,1993-12-12,13000000.0,65796862.0,5.0612970769230765
487,Matty Rich,The Inkwell,1994-04-22,0.0,8880705.0,0.0
488,Brian Gibson,What's Love Got to Do with It,1993-06-09,0.0,0.0,0.0
489,Barry Levinson,Jimmy Hollywood,1994-03-30,30000000.0,0.0,0.0
490,Stephen Hopkins,Judgment Night,1993-10-15,0.0,12136938.0,0.0
491,Steven Spielberg,Jurassic Park,1993-06-11,63000000.0,920100000.0,14.604761904761904
492,Dominic Sena,Kalifornia,1993-09-01,9000000.0,2395231.0,0.2661367777777778
493,Roger Avary,Killing Zoe,1993-10-01,1500000.0,418961.0,0.2793073333333333
494,Steven Soderbergh,King of the Hill,1993-08-20,0.0,0.0,0.0
495,Daniel Petrie,Lassie,1994-07-22,0.0,0.0,0.0
496,John McTiernan,Last Action Hero,1993-06-18,85000000.0,137298489.0,1.6152763411764706
497,James Lapine,Life With Mikey,1993-06-04,0.0,0.0,0.0
498,Simon Wincer,Lightning Jack,1994-03-11,0.0,0.0,0.0
499,Paul Hogan,Lightning Jack,1994-03-11,0.0,0.0,0.0
500,Greg Coote,Lightning Jack,1994-03-11,0.0,0.0,0.0
501,David Cronenberg,M. Butterfly,1993-09-09,0.0,1499795.0,0.0
502,Richard Benjamin,Made in America,1993-05-27,22000000.0,0.0,0.0
503,Harold Becker,Malice,1993-09-29,0.0,46405336.0,0.0
504,Mel Gibson,The Man without a Face,1993-08-25,0.0,24760338.0,0.0
505,Woody Allen,Manhattan Murder Mystery,1993-08-18,13500000.0,11285588.0,0.8359694814814815
506,Albert Hughes,Menace II Society,1993-05-26,3500000.0,27900000.0,7.9714285714285715
507,Allen Hughes,Menace II Society,1993-05-26,3500000.0,27900000.0,7.9714285714285715
508,Stuart Baird,Executive Decision,1996-03-15,55000000.0,121969216.0,2.217622109090909
509,Nagisa Ōshima,In the Realm of the Senses,1976-05-15,0.0,0.0,0.0
510,Tom Noonan,What Happened Was...,1994-09-09,0.0,0.0,0.0
511,Kenneth Branagh,Much Ado About Nothing,1993-05-07,8000000.0,0.0,0.0
512,Mike Figgis,Mr. Jones,1993-10-08,0.0,0.0,0.0
513,Anthony Minghella,Mr. Wonderful,1993-10-15,0.0,0.0,0.0
514,Chris Columbus,Mrs. Doubtfire,1993-11-24,25000000.0,441286195.0,17.6514478
515,Mike Leigh,Naked,1993-09-14,0.0,0.0,0.0
516,Christopher Cain,The Next Karate Kid,1994-07-18,12000000.0,15826984.0,1.3189153333333334
517,Michael Tolkin,The New Age,1994-09-16,0.0,0.0,0.0
518,Martin Campbell,No Escape,1994-04-29,20000000.0,15340000.0,0.767
519,Rob Reiner,North,1994-07-22,40000000.0,0.0,0.0
520,Sally Potter,Orlando,1992-09-01,4000000.0,0.0,0.0
521,Clint Eastwood,A Perfect World,1993-11-24,30000000.0,135130999.0,4.504366633333333
522,Jonathan Demme,Philadelphia,1993-12-22,26000000.0,206678440.0,7.949170769230769
523,Jane Campion,The Piano,1993-05-19,7000000.0,116700000.0,16.67142857142857
524,John Singleton,Poetic Justice,1993-07-23,14000000.0,27515786.0,1.9654132857142856
525,David S. Ward,The Program,1993-09-24,0.0,23042200.0,0.0
526,Stuart Orme,The Puppet Masters,1994-10-21,0.0,8638072.0,0.0
527,Mel Smith,Radioland Murders,1994-10-21,0.0,0.0,0.0
528,Ted Demme,The Ref,1994-03-09,11000000.0,11439193.0,1.0399266363636364
529,James Ivory,The Remains of the Day,1993-11-05,11500000.0,23237911.0,2.0206879130434783
530,Penny Marshall,Renaissance Man,1994-06-03,40000000.0,24332324.0,0.6083081
531,Philip Kaufman,Rising Sun,1993-07-30,0.0,107198790.0,0.0
532,Alan Parker,The Road to Wellville,1994-10-28,0.0,0.0,0.0
533,Fred Dekker,RoboCop 3,1993-04-17,22000000.0,10696210.0,0.4861913636363636
534,Mel Brooks,Robin Hood: Men in Tights,1993-07-28,20000000.0,35739755.0,1.78698775
535,Peter Medak,Romeo Is Bleeding,1993-09-13,11500000.0,3275585.0,0.2848334782608696
536,Geoffrey Wright,Romper Stomper,1992-03-05,0.0,0.0,0.0
537,Victor Nunez,Ruby in Paradise,1993-10-08,800000.0,1001437.0,1.25179625
538,David Anspaugh,Rudy,1993-09-17,12000000.0,22750363.0,1.8958635833333333
539,Tim Hunter,The Saint of Fort Washington,1993-11-03,0.0,0.0,0.0
540,Cyril Collard,Savage Nights,1992-08-19,0.0,0.0,0.0
541,Steven Spielberg,Schindler's List,1993-11-29,22000000.0,321365567.0,14.607525772727271
542,Michael Ritchie,The Scout,1994-09-30,0.0,0.0,0.0
543,Steven Zaillian,Searching for Bobby Fischer,1993-08-13,0.0,7266383.0,0.0
544,Chris Menges,Second Best,1994-09-30,0.0,0.0,0.0
545,Agnieszka Holland,The Secret Garden,1993-08-13,0.0,0.0,0.0
546,John Waters,Serial Mom,1994-04-13,13000000.0,7820688.0,0.6015913846153846
547,Russell Mulcahy,The Shadow,1994-07-01,25000000.0,48063435.0,1.9225374
548,Richard Attenborough,Shadowlands,1993-12-25,22000000.0,0.0,0.0
549,Robert Altman,Short Cuts,1993-09-05,0.0,6110979.0,0.0
550,Gillies MacKinnon,A Simple Twist of Fate,1994-09-02,0.0,0.0,0.0
551,John Duigan,Sirens,1993-10-01,0.0,7770731.0,0.0
552,Fred Schepisi,Six Degrees of Separation,1993-12-08,0.0,0.0,0.0
553,Nora Ephron,Sleepless in Seattle,1993-06-24,21000000.0,227799884.0,10.847613523809525
554,Phillip Noyce,Sliver,1993-05-21,40000000.0,116300000.0,2.9075
555,Ridley Scott,Blade Runner,1982-06-25,28000000.0,33139618.0,1.1835577857142856
556,Steve Rash,Son in Law,1993-07-02,0.0,36448200.0,0.0
557,Thomas Schlamme,So I Married an Axe Murderer,1993-07-30,20000000.0,11585483.0,0.57927415
558,Rowdy Herrington,Striking Distance,1993-09-17,30.0,0.0,0.0
559,Arthur Joffé,Harem,1985-11-20,0.0,0.0,0.0
560,Annabel Jankel,Super Mario Bros.,1993-05-28,48000000.0,20915465.0,0.4357388541666667
561,Rocky Morton,Super Mario Bros.,1993-05-28,48000000.0,20915465.0,0.4357388541666667
562,Ernest R. Dickerson,Surviving the Game,1994-04-15,7400000.0,7690013.0,1.039190945945946
563,Deran Sarafian,Terminal Velocity,1994-09-23,50000000.0,16478900.0,0.329578
564,François Girard,Thirty Two Short Films About Glenn Gould,1993-11-26,0.0,0.0,0.0
565,Andrew Fleming,Threesome,1994-04-08,0.0,0.0,0.0
566,Henry Selick,The Nightmare Before Christmas,1993-10-09,18000000.0,75634409.0,4.201911611111111
567,Stephen Herek,The Three Musketeers,1993-11-11,30000000.0,53898845.0,1.7966281666666666
568,George P. Cosmatos,Tombstone,1993-12-25,25000000.0,56505065.0,2.2602026
569,Heywood Gould,Trial by Jury,1994-09-09,0.0,0.0,0.0
570,Tony Scott,True Romance,1993-09-09,12500000.0,12281551.0,0.98252408
571,D.A. Pennebaker,The War Room,1993-12-05,0.0,0.0,0.0
572,Chris Hegedus,The War Room,1993-12-05,0.0,0.0,0.0
573,Joe Johnston,The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778
574,Pixote Hunt,The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778
575,Maurice Hunt,The Pagemaster,1994-11-23,27000000.0,13670688.0,0.5063217777777778
576,Jerry Ciccoritti,"Paris, France",1994-02-04,0.0,0.0,0.0
577,Jennifer Warren,"The Beans of Egypt, Maine",1994-01-01,0.0,0.0,0.0
578,Mark Malone,Killer,1994-09-14,0.0,0.0,0.0
579,Todd Solondz,Welcome to the Dollhouse,1995-05-24,0.0,0.0,0.0
580,Claude Berri,Germinal,1993-09-29,0.0,0.0,0.0
581,Dennis Hopper,Chasers,1994-04-22,0.0,1596687.0,0.0
582,Guillermo del Toro,Cronos,1993-09-12,0.0,0.0,0.0
583,Daniel Algrant,Naked in New York,1993-11-10,0.0,0.0,0.0
584,Pedro Almodóvar,Kika,1993-10-28,0.0,0.0,0.0
585,Gurinder Chadha,Bhaji on the Beach,1994-01-21,0.0,0.0,0.0
586,Andrew Scheinman,Little Big League,1994-06-29,0.0,0.0,0.0
587,Åke Sandgren,The Slingshot,1993-09-24,0.0,0.0,0.0
588,Richard Loncraine,Wide Eyed and Legless,1993-09-05,0.0,0.0,0.0
589,Eva Sereny,Foreign Student,1994-07-29,0.0,0.0,0.0
590,Lina Wertmüller,"Ciao, Professore!",1992-10-01,0.0,0.0,0.0
591,David O. Russell,Spanking the Monkey,1994-01-15,200000.0,0.0,0.0
592,Penelope Spheeris,The Little Rascals,1994-08-05,0.0,67308282.0,0.0
593,Rémy Duchemin,À la mode,1993-09-10,0.0,0.0,0.0
594,George T. Miller,Andre,1994-08-17,0.0,0.0,0.0
595,Ricky Tognazzi,The Escort,1993-01-01,0.0,0.0,0.0
596,Michael Austin,Princess Caraboo,1994-09-16,0.0,3021629.0,0.0
597,Rob Epstein,The Celluloid Closet,1996-01-30,0.0,0.0,0.0
598,Jeffrey Friedman,The Celluloid Closet,1996-01-30,0.0,0.0,0.0
599,Mathieu Kassovitz,Café au Lait,1993-01-01,0.0,0.0,0.0
600,Nanni Moretti,Dear Diary,1993-10-12,0.0,0.0,0.0
601,María Luisa Bemberg,I Don't Want to Talk About It,1993-05-20,0.0,0.0,0.0
602,Betty Thomas,The Brady Bunch Movie,1995-02-16,0.0,0.0,0.0
603,Chris Columbus,Home Alone,1990-11-09,18000000.0,476684675.0,26.482481944444444
604,Jerry Zucker,Ghost,1990-07-12,22000000.0,505000000.0,22.954545454545453
605,Ron Clements,Aladdin,1992-11-25,28000000.0,504050219.0,18.001793535714285
606,John Musker,Aladdin,1992-11-25,28000000.0,504050219.0,18.001793535714285
607,James Cameron,Terminator 2: Judgment Day,1991-07-01,100000000.0,520000000.0,5.2
608,Kevin Costner,Dances with Wolves,1990-11-09,22000000.0,424208848.0,19.28222036363636
609,Steve Cohen,Tough and Deadly,1995-02-14,0.0,0.0,0.0
610,Tim Burton,Batman,1989-06-23,35000000.0,411348924.0,11.7528264
611,Jonathan Demme,The Silence of the Lambs,1991-02-01,19000000.0,272742922.0,14.354890631578948
612,David Hand,Snow White and the Seven Dwarfs,1937-12-20,1488423.0,184925486.0,124.24256142239136
613,Gary Trousdale,Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09402212
614,Kirk Wise,Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09402212
615,Hamilton Luske,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42307692307692
616,Ben Sharpsteen,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42307692307692
617,Garry Marshall,Pretty Woman,1990-03-23,14000000.0,463000000.0,33.07142857142857
618,Yuri Mamin,Window to Paris,1993-12-01,0.0,0.0,0.0
619,Sam Peckinpah,The Wild Bunch,1969-06-17,6244087.0,638641.0,0.1022793244232503
620,C.M. Talkington,Love and a .45,1994-11-23,0.0,0.0,0.0
621,Huang Jianxin,The Wooden Man's Bride,1994-02-05,0.0,0.0,0.0
622,Jean Bach,A Great Day in Harlem,1994-09-27,0.0,0.0,0.0
623,Sam Weisman,Bye Bye Love,1995-03-16,0.0,0.0,0.0
624,Michael Hoffman,One Fine Day,1996-12-20,0.0,97529550.0,0.0
625,Bill Condon,Candyman: Farewell to the Flesh,1995-03-17,0.0,13940383.0,0.0
626,Stephen Poliakoff,Century,1993-12-31,0.0,0.0,0.0
627,Joel Coen,Fargo,1996-04-05,7000000.0,60611975.0,8.65885357142857
628,David R. Ellis,Homeward Bound II: Lost in San Francisco,1996-03-08,0.0,32709423.0,0.0
629,Gerald Potterton,Heavy Metal,1981-08-07,9300000.0,0.0,0.0
630,Kevin Yagher,Hellraiser: Bloodline,1996-03-08,4000000.0,16675000.0,4.16875
631,Joe Chappelle,Hellraiser: Bloodline,1996-03-08,4000000.0,16675000.0,4.16875
632,Matt Reeves,The Pallbearer,1996-05-03,8000000.0,0.0,0.0
633,Franco Zeffirelli,Jane Eyre,1996-02-09,0.0,0.0,0.0
634,Anna Campion,Loaded,1996-04-12,500000.0,0.0,0.0
635,Franco Brusati,Bread and Chocolate,1974-05-05,0.0,0.0,0.0
636,Wolfgang Reitherman,The Aristocats,1970-12-23,4000000.0,55675257.0,13.91881425
637,Pedro Almodóvar,The Flower of My Secret,1995-09-22,0.0,0.0,0.0
638,Fernando Trueba,Two Much,1996-02-14,0.0,0.0,0.0
639,Bill Couturié,Ed,1996-03-15,0.0,0.0,0.0
640,Werner Herzog,Scream of Stone,1991-01-01,0.0,0.0,0.0
641,André Téchiné,My Favorite Season,1993-05-14,0.0,0.0,0.0
642,Mika Kaurismäki,Condition Red,1995-12-08,0.0,0.0,0.0
643,Férid Boughedir,Halfaouine: Boy of the Terraces,1990-01-01,0.0,0.0,0.0
644,Martin Lawrence,A Thin Line Between Love and Hate,1996-04-04,0.0,0.0,0.0
645,Stacy Title,The Last Supper,1995-09-08,0.0,442965.0,0.0
646,Gregory Hoblit,Primal Fear,1996-04-03,30000000.0,102616183.0,3.420539433333333
647,Clément Virgo,Rude,1995-09-08,0.0,0.0,0.0
648,Bruno Barreto,Carried Away,1996-01-26,0.0,0.0,0.0
649,Paul Sabella,All Dogs Go to Heaven 2,1996-03-29,0.0,8620678.0,0.0
650,Larry Leker,All Dogs Go to Heaven 2,1996-03-29,0.0,8620678.0,0.0
651,Ken Loach,Land and Freedom,1995-01-01,0.0,0.0,0.0
652,Hal Salwen,Denise Calls Up,1995-05-17,0.0,0.0,0.0
653,Jonathan R. Betuel,Theodore Rex,1995-12-14,33500000.0,0.0,0.0
654,Richard Pearce,A Family Thing,1996-03-29,0.0,0.0,0.0
655,Todd Verow,Frisk,1996-03-22,0.0,0.0,0.0
656,Jonathan Lynn,Sgt. Bilko,1996-03-29,0.0,0.0,0.0
657,Tim Sullivan,Jack & Sarah,1995-06-02,0.0,218626.0,0.0
658,Spike Lee,Girl 6,1996-03-22,12000000.0,4939939.0,0.4116615833333333
659,Jeremiah S. Chechik,Diabolique,1996-03-22,0.0,0.0,0.0
660,Hervé Palud,"Little Indian, Big City",1994-12-14,0.0,0.0,0.0
661,Martin Enlen,Roula,1995-09-11,0.0,0.0,0.0
662,Carlo Rola,Peanuts – Die Bank zahlt alles,1996-03-21,0.0,0.0,0.0
663,Claude Sautet,Nelly and Monsieur Arnaud,1996-04-12,0.0,0.0,0.0
664,Edward Zwick,Courage Under Fire,1996-07-04,46000000.0,100860818.0,2.1926264782608698
665,Brian De Palma,Mission: Impossible,1996-05-22,80000000.0,457696359.0,5.7212044875
666,Friðrik Þór Friðriksson,Cold Fever,1995-02-10,0.0,0.0,0.0
667,Pen Densham,Moll Flanders,1996-06-14,0.0,0.0,0.0
668,Sönke Wortmann,The Superwife,1996-03-06,0.0,0.0,0.0
669,Park Chul-soo,"301, 302",1995-04-22,0.0,0.0,0.0
670,Rob Cohen,DragonHeart,1996-05-31,57000000.0,115267375.0,2.022234649122807
671,Joseph Vilsmaier,Und keiner weint mir nach,1996-02-29,0.0,0.0,0.0
672,Michael Verhoeven,My Mother's Courage,1995-09-12,0.0,0.0,0.0
673,Steve Rash,Eddie,1996-05-31,0.0,0.0,0.0
674,Gray Hofmeyr,Yankee Zulu,1993-12-01,0.0,0.0,0.0
675,Richard Wherrett,Billy's Holiday,1995-07-26,0.0,0.0,0.0
676,René Clément,Purple Noon,1960-03-10,0.0,0.0,0.0
677,Anthony Hopkins,August,1996-08-08,0.0,0.0,0.0
678,Henry Selick,James and the Giant Peach,1996-04-12,38000000.0,28921264.0,0.7610858947368421
679,James Foley,Fear,1996-04-12,0.0,0.0,0.0
